,Stage Name,Full Name,Date of Birth,Group,Debut,Company,Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,age,Debut Age,Zodiac
1533,Wonjin,Won Jin,2003-01-01,GIDONGDAE,2013-04-03,Simtong,South Korea,,,,,,M,21.0,10.0,Capricorn
1534,Wonjun,Jeong Wonjun,1998-07-21,ABLUE,2022-10-23,J-Star,South Korea,187.0,73.0,,,ZPZG,M,25.0,24.0,Cancer
1535,Wonjun,Lee Wonjun,2002-03-08,E'LAST,2020-06-09,E Entertainment,South Korea,,,,,,M,22.0,18.0,Pisces
1536,Wonpil,Kim Wonpil,1994-04-28,DAY6,2015-09-07,JYP,South Korea,,,,,,M,29.0,21.0,Taurus
1537,Wontak,Ju Wontak,1996-02-24,,,,South Korea,178.0,,,,RAINZ,M,28.0,,Pisces
1538,Wonwoo,Jeon Wonwoo,1996-07-17,Seventeen,2015-05-26,Pledis,South Korea,180.0,57.0,Changwon,,,M,27.0,18.0,Cancer
1539,Wony,Ahn Seungwon,2004-10-04,We;Na,2022-09-05,Shine E&M,South Korea,155.0,,,,,F,19.0,17.0,Libra
1540,Wonyoung,Jang Wonyoung,2004-08-31,IVE,2021-12-01,Starship,South Korea,,,Seoul,,IZ*ONE,F,19.0,17.0,Virgo
1541,Woo-ah,Kim Chaewon,1997-06-20,CRAXY,2020-03-03,SAITEINMENT,South Korea,,,,,,F,26.0,22.0,Gemini
1542,Woobin,Seo Woobin,2000-10-16,CRAVITY,2020-04-14,Starship,South Korea,,,,,,M,23.0,19.0,Libra
1543,Woobin,Jeong Woobin,2000-04-01,Luminous,2021-09-09,Barunson,South Korea,,,Busan,,,M,23.0,21.0,Aries
1544,Woochul,Shin Woochul,2002-10-02,Newkidd,2019-04-25,J-FLO,South Korea,,,,,,M,21.0,16.0,Libra
1545,Woodam,Park Woodam,1995-08-02,D1CE,2019-08-01,Happyface,South Korea,173.0,,,,,M,28.0,23.0,Leo
1546,Woohee,Bae Woohee,1991-11-21,Dal Shabet,2011-01-03,Happy Face,South Korea,,,Busan,UNI.T,,F,32.0,19.0,Scorpio
1547,Woohyun,Nam Woohyun,1991-02-08,Infinite,2010-06-09,Woollim,South Korea,176.0,52.0,Seoul,Toheart,,M,33.0,19.0,Aquarius
1548,Woojin,Kim Woojin,1997-04-08,,,,South Korea,,,Daejeon,,Stray Kids,M,26.0,,Aries
1549,Woojin,Park Woojin,1999-11-02,AB6IX,2019-05-22,Brand New,South Korea,,,Busan,,Wanna One,M,24.0,19.0,Scorpio
1550,Woojin,Lee Woojin,2003-04-07,Ghost9,2020-09-23,Maroo,South Korea,178.0,65.0,,TEEN TEEN,,M,20.0,17.0,Aries
1551,Woojin,Lee Woojin,1996-11-22,MY.st,2020-03-26,MYStar,South Korea,,,,,,M,27.0,23.0,Sagittarius
1552,Woojin,Lee Woojin,2003-04-03,TheEastLight,2018-11-15,Stardium,South Korea,,,,,,M,20.0,15.0,Aries
1553,Woojoo,Kim Sangyoon,1996-09-18,14U,2017-04-17,BG,South Korea,,,,,,M,27.0,20.0,Virgo
1554,Woojoo,Kim Woojoo,1996-08-12,Wassup,2013-08-07,Mafia,South Korea,,,,,,F,27.0,16.0,Leo
1555,Wooju,Cho Wooju,2004-01-21,BLITZERS,2021-05-12,Wuzo,South Korea,,,,,,M,20.0,17.0,Aquarius
1556,Woolim,Hwang Woolim,1996-08-29,Playback,2015-06-25,Coridel,South Korea,,,,,,F,27.0,18.0,Virgo
1557,Woonggi,Cha Woonggi,2002-04-23,TOO,2020-04-01,n.CH,South Korea,,,,,,M,21.0,17.0,Taurus
1558,Woono,Song Wonho,2003-04-05,YOUNITE,2022-04-20,Brand New,South Korea,,,,,,M,20.0,19.0,Aries
1559,Woori,Go Woori,1988-02-22,Rainbow,2009-11-12,DSP,South Korea,165.0,44.0,Jeonju,Rainbow Blaxx,,F,36.0,21.0,Pisces
1560,Wooseok,Jeong Wooseok,1998-01-31,PENTAGON,2016-10-10,Cube,South Korea,,,,,,M,26.0,18.0,Aquarius
1561,Wooshin,Kim Wooseok,1996-10-27,UP10TION,2015-09-10,TOP Media,South Korea,,,Daejeon,,X1,M,27.0,18.0,Scorpio
1562,Woosu,Kim Minseok,1999-11-23,IZ,2017-08-31,Music K,South Korea,,,,,,M,24.0,17.0,Sagittarius
1563,Woosung,Choi Sunghyuk,1994-09-24,SNUPER,2015-11-16,Widmay,South Korea,,,Seoul,,,M,29.0,21.0,Libra
1564,Wooyeon,Park Jinkyung,2003-02-11,woo!ah!,2020-05-15,NV,South Korea,,,,,,F,21.0,17.0,Aquarius
1565,Wooyeop,Jo Wooyeop,2000-09-27,TRCNG,2017-10-10,TS,South Korea,179.0,,,,,M,23.0,17.0,Libra
1566,Wooyoung,Jang Wooyoung,1989-04-30,2PM,2008-07-04,JYP,South Korea,178.0,65.0,Busan,,,M,34.0,19.0,Taurus
1567,Wooyoung,Hwang Wooyoung,2003-06-29,AIMERS,2022-11-17,Hyper Rhythm,South Korea,,,,,,M,20.0,19.0,Cancer
1568,Wooyoung,Jung Wooyoung,1999-11-26,ATEEZ,2018-10-24,KQ,South Korea,172.0,,,,,M,24.0,18.0,Sagittarius
1569,Woozi,Lee Jihoon,1996-11-22,Seventeen,2015-05-26,Pledis,South Korea,165.0,54.0,Busan,,,M,27.0,18.0,Sagittarius
1570,Wow,Kim Seyoon,1993-02-28,A.C.E,2017-05-23,Beat,South Korea,,,Gyeonggi,,,M,31.0,24.0,Pisces
1571,Wyatt,Shim Jaeyoung,1995-01-23,ONF,2017-08-02,WM,South Korea,,,Seoul,,,M,29.0,22.0,Aquarius
1572,Xeheun,Lee Seheun,1999-07-11,Girlkind,2018-01-16,Nextlevel,South Korea,,162.0,,,,F,24.0,18.0,Cancer
1573,XEN,Lee Jinwoo,1998-02-20,OMEGA X,2016-10-17,JT Corea,South Korea,,,,,1TEAM,M,26.0,18.0,Pisces
1574,Xero,Shin Jiho,1994-02-03,Topp Dogg,2020-04-01,n.CH,South Korea,,,Gwangji,,,M,30.0,26.0,Aquarius
1575,Xia Junsu,Kim Junsu,1986-12-15,JYJ,2010-09-08,C-JeS,South Korea,,,,,TVXQ,M,37.0,23.0,Sagittarius
1576,Xiao,Lee Dongyeol,1998-12-13,UP10TION,2015-09-10,TOP Media,South Korea,,,Busan,,,M,25.0,16.0,Sagittarius
1577,XiaoTing,Shen Xiao Ting,1999-11-12,Kep1er,2022-03-01,WakeOne,China,168.0,,,,,F,24.0,22.0,Scorpio
1578,Xin,Wang Xinwi,1996-11-10,VARSITY,2017-01-05,GKC,China,185.0,,,,,M,27.0,20.0,Scorpio
1579,Xion,Son Dongju,2000-01-10,Oneus,2019-01-09,RBW,South Korea,,,,,,M,24.0,18.0,Capricorn
1580,Xiumin,Kim Minseok,1990-03-26,EXO,2012-04-08,SM,South Korea,173.0,65.0,Guri,EXO-CBX,,M,33.0,22.0,Aries
1581,Xiweol,Kang Minseok,1996-10-21,VARSITY,2017-01-05,GKC,South Korea,174.0,,,,,M,27.0,20.0,Libra
1582,Xiyeon,Park Junghyun,2000-11-14,Pristin,2017-03-21,Pledis,South Korea,164.0,51.0,,,,F,23.0,16.0,Scorpio
1583,Xuanyi,Wu Xuanyi,1995-01-26,,,,China,166.0,,Hainan,,WJSN,F,29.0,,Aquarius
1584,Y,Choi Sungyoon,1995-07-31,Golden Child,2017-08-28,Woollim,South Korea,,,,,,M,28.0,22.0,Leo
1585,Yan An,Yan An,1996-10-25,PENTAGON,2016-10-10,Cube,China,,,Shanghai,,,M,27.0,19.0,Scorpio
1586,Yano,Seo Sangwon,1995-09-27,Topp Dogg,2020-04-01,n.CH,South Korea,,,Seoul,,,M,28.0,24.0,Libra
1587,Yeah,Kim Haeun,1999-10-09,,,,South Korea,,,Gongju,,Good Day| Cignature,F,24.0,,Libra
1588,Yebin,Baek Yebin,1997-07-13,DIA,2015-07-14,MBK,South Korea,164.0,43.0,Chuncheon,UNI.T,,F,26.0,18.0,Cancer
1589,Yebin,Kim Yebin,2004-11-01,HOT ISSUE,2017-05-17,FNC,South Korea,,,,,,F,19.0,12.0,Scorpio
1590,Yechan,Shin Yechan,2001-05-14,OMEGA X,2016-10-17,JT Corea,South Korea,183.0,64.0,Seoul,,1the9,M,22.0,15.0,Taurus
1591,Yechan,Kim Yechan,1995-11-26,Pink Fantasy,2018-10-28,My Doll,South Korea,159.0,45.0,,,,F,28.0,22.0,Sagittarius
1592,Yechan,Jeong Yechan,2005-10-27,TRENDZ,2022-01-05,Interpark,South Korea,,,Seoul,,,M,18.0,16.0,Scorpio
1593,Yechan,Lee Yechan,2005-10-21,xikers,2023-03-30,KQ,South Korea,,,Yesan,,,M,18.0,17.0,Libra
1594,Yedam,Bang Yedam,2002-05-07,Treasure,2020-08-07,YG,South Korea,,,,,,M,21.0,18.0,Taurus
1595,YeeEun,Jang Yeeun,1998-08-10,CLC,2015-03-19,Cube,South Korea,166.0,,Dongducheon,,,F,25.0,16.0,Leo
1596,Yeeun,Hwang Yeeun,1997-01-12,Blady,2011-05-16,Star Planet,South Korea,,,Gimhae,,,F,27.0,14.0,Capricorn
1597,Yeham,Gu Yeham,2005-10-07,CSR,2022-07-27,A2Z,South Korea,,,Pyeongtaek,,,F,18.0,16.0,Libra
1598,Yehana,Kim Yewon,1999-02-22,Pristin,2017-03-21,Pledis,South Korea,,,Ilsan,,,F,25.0,18.0,Pisces
1599,Yehyeon,Kim Yehyeon,1999-09-12,GIDONGDAE,2013-04-03,Simtong,South Korea,176.0,63.0,,,,M,24.0,13.0,Virgo
1600,Yein,Jeong Yein,1998-06-04,Lovelyz,2014-11-17,Woollim,South Korea,166.0,,Incheon,,,F,25.0,16.0,Gemini
1601,Yein,Ahn Yein,1995-05-04,MELODYDAY,2019-09-25,KD,South Korea,168.0,,,,,F,28.0,24.0,Taurus
1602,Yeji,Hwang Yeji,2000-05-26,ITZY,2019-02-12,JYP,South Korea,,,Seoul,,,F,23.0,18.0,Gemini
1603,Yeju,Kim Yeju,2004-02-01,ICHILLIN',2021-09-08,KM,South Korea,,,,,,F,20.0,17.0,Aquarius
1604,Yejun,Oh Yejun,2002-08-23,E'LAST,2020-06-09,E Entertainment,South Korea,178.0,58.0,,,,M,21.0,17.0,Virgo
1605,Yel,Han Shinyoung,2004-12-25,H1-KEY,2022-01-05,GLG,South Korea,172.0,,,,,F,19.0,17.0,Capricorn
1606,Yellow,Kim Eunbi,1993-05-05,Pungdeng-E,2013-12-11,DOMA,South Korea,156.0,,Seoul,,,F,30.0,20.0,Taurus
1607,Yena,Yang Yena,2000-05-22,APRIL,2015-08-24,DSP,South Korea,,,Daegu,,,F,23.0,15.0,Gemini
1608,Yena,Jeong Yena,2000-04-10,G-reyish,2017-06-01,Elijah,South Korea,,,,,,F,23.0,17.0,Aries
1609,Yena,Choi Yena,1999-09-29,IZ*ONE,2018-10-29,Off The Record,South Korea,,,Seoul,,,F,24.0,19.0,Libra
1610,Yenny,Park Yeeun,1989-05-26,Wonder Girls,2007-02-13,JYP,South Korea,165.0,,Goyang,,,F,34.0,17.0,Gemini
1611,Yeo One,Yeon Changgu,1996-03-27,PENTAGON,2016-10-10,Cube,South Korea,,,,,,M,27.0,20.0,Aries
1612,Yeoeun,Jung Jieun,1990-01-25,MELODYDAY,2019-09-25,KD,South Korea,169.0,,,,,F,34.0,29.0,Aquarius
1613,Yeojin,Im Yeojin,2002-11-11,LOONA,2018-08-20,Blockberry,South Korea,,,Guro,Loona 1/3,,F,21.0,15.0,Scorpio
1614,Yeonha,Ahn Yeonji,2000-05-19,P.O.P,2017-07-26,DWM,South Korea,,,Yeondong,,,F,23.0,17.0,Taurus
1615,Yeonhee,Kim Yeonhee,2000-12-06,Rocket Punch,2019-08-07,Woollim,South Korea,161.0,,,,,F,23.0,18.0,Sagittarius
1616,Yeonho,Ju Yeonho,2000-05-31,Verivery,2019-09-01,Jellyfish,South Korea,,,,,,M,23.0,19.0,Gemini
1617,Yeonjae,Choi Yeonjae,2000-12-06,mimiirose,2022-09-16,YES IM,South Korea,171.0,,,,,F,23.0,21.0,Sagittarius
1618,Yeonje,Yang Yeonje,1999-10-15,ALICE,2017-07-01,IOK Company,South Korea,,,,,,F,24.0,17.0,Libra
1619,Yeonji,Kwak Yeonji,2008-01-08,tripleS,2023-02-13,MODHAUS,South Korea,162.0,,Gwangju,,,F,16.0,15.0,Capricorn
1620,Yeonjoo,Song Yeonjoo,1997-06-26,P.O.P,2017-07-26,DWM,South Korea,,,Ansan,,,F,26.0,20.0,Cancer
1621,Yeonjun,Choi Yeonjun,1999-09-13,TXT,2019-03-04,Big Hit,South Korea,183.0,63.0,,,,M,24.0,19.0,Virgo
1622,Yeonjung,Yu Yeonjung,1999-08-03,WJSN,2016-02-25,Starship,South Korea,167.0,52.0,Gwangmyeong,,I.O.I,F,24.0,16.0,Leo
1623,Yeonkyu,Kim Yeonkyu,2004-05-03,ATBO,2022-07-27,IST,South Korea,171.0,,Seoul,,,M,19.0,18.0,Taurus
1624,Yeonseo,Ryu Yeonseo,2004-09-26,We;Na,2022-09-05,Shine E&M,South Korea,158.0,45.0,,,,F,19.0,17.0,Libra
1625,Yeontae,Jeong Yeontae,1992-07-06,IN2IT,2016-01-27,Star Empire,South Korea,178.0,58.0,,,,M,31.0,23.0,Cancer
1626,Yeonwoo,Lee Dabin,1996-08-01,,,,South Korea,170.0,49.0,Seoul,,MOMOLAND,F,27.0,,Leo
1627,Yeoreum,Ahn Chaeyeon,1996-06-04,Hello Venus,2012-05-09,Fantagio,South Korea,167.0,48.0,,,,F,27.0,15.0,Gemini
1628,Yeoreum,Lee Jinsook,1999-01-10,WJSN,2016-02-25,Starship,South Korea,161.0,,Seoul,WJSN Chocome,,F,25.0,17.0,Capricorn
1629,Yeori,Choi Yeori,1999-09-08,ARIAZ,2019-10-23,Rising Star,South Korea,,,,,,F,24.0,20.0,Virgo
1630,Yeori,Kim Soyeon,1994-05-30,Gate9,1999-01-26,JYP| SidusHQ,South Korea,164.0,,Seoul,,,F,29.0,4.0,Gemini
1631,Yeosang,Kang Yeosang,1999-06-15,ATEEZ,2018-10-24,KQ,South Korea,173.0,,Incheon,,,M,24.0,19.0,Gemini
1632,Yeoun,Lee Kyeongbin,1997-09-03,ARGON,2019-03-11,MSH,South Korea,,,,,,M,26.0,21.0,Virgo
1633,Yeowool,Ha Yeowool,1998-04-11,Purplebeck,2019-06-24,Majesty,South Korea,163.0,46.0,,,,F,25.0,21.0,Aries
1634,Yeram,Yang Yeram,2000-03-31,Astin,2022-11-16,AB Creative,South Korea,,,,,,M,23.0,22.0,Aries
1635,Yeri,Kim Yerim,1999-03-05,Red Velvet,2014-08-01,SM,South Korea,158.0,,Seoul,,,F,25.0,15.0,Pisces
1636,Yerim,Jeong Yerim,1997-03-10,Purplebeck,2019-06-24,Majesty,South Korea,165.0,44.0,,,,F,27.0,22.0,Pisces
1637,Yerin,Baek Yerin,1997-06-26,15&,2012-10-05,JYP,South Korea,165.0,,Daejeon,,,F,26.0,15.0,Cancer
1638,Yerin,Jung Yerin,1996-08-19,Gfriend,2015-01-15,Source,South Korea,167.0,,Incheon,,,F,27.0,18.0,Leo
1639,Yeryung,,2002-06-22,Lusty,2019-06-26,babaplay,South Korea,169.0,49.0,Busan,,,F,21.0,17.0,Cancer
1640,Yeseo,Kang Yeseo,2005-08-22,Kep1er,2022-03-01,WakeOne,South Korea,157.0,,,,Busters,F,18.0,16.0,Leo
1641,Yeseul,Kim Yeseul,2004-03-24,Hi-L,2021-08-11,Kpop Live,South Korea,,,,,,F,19.0,17.0,Aries
1642,Yeso,Lee Yeso,2001-11-13,G-reyish,2017-06-01,Elijah,South Korea,,,,,,F,22.0,15.0,Scorpio
1643,Yesung,Kim Jongwoon,1984-08-24,Super Junior,2005-11-06,SM,South Korea,178.0,64.0,Seoul,,,M,39.0,21.0,Virgo
1644,Yeum,Jung Myeongwoo,2001-11-19,PRIMROSE,2023-03-13,AO,South Korea,,,,,,F,22.0,21.0,Scorpio
1645,Yewang,Seo Yewang,2005-03-12,EPEX,2021-06-08,C9,South Korea,180.0,64.0,,,,M,19.0,16.0,Pisces
1646,Yewon,Park Yewon,2004-01-11,HOT ISSUE,2017-05-17,FNC,South Korea,,,,,,F,20.0,13.0,Capricorn
1647,Yewon,Han Yewon,2003-02-07,mimiirose,2022-09-16,YES IM,South Korea,170.0,,Seoul,,,F,21.0,19.0,Aquarius
1648,Yezi,Lee Yeji,1994-08-26,Fiestar,2012-08-31,LOEN,South Korea,161.0,,Gangneung,,,F,29.0,18.0,Virgo
1649,Yibo,Wang Yibo,1997-08-05,UNIQ,2014-10-20,Yuehua,China,182.0,65.0,,,,M,26.0,17.0,Leo
1650,Yijeong,Jang Yijeong,1993-09-10,HISTORY,2013-04-26,LOEN,South Korea,173.0,58.0,Jinju,,,M,30.0,19.0,Virgo
1651,Yiren,Wang Yiren,2000-12-29,Everglow,2019-03-18,Yuehua,China,,,,,,F,23.0,18.0,Capricorn
1652,Yixuan,Zhou Yixuan,1990-12-11,UNIQ,2014-10-20,Yuehua,China,183.0,65.0,,,,M,33.0,23.0,Sagittarius
1653,Yiyeon,Jung Dasol,1995-05-28,BVNDIT,2019-04-10,MNH,South Korea,,,,,,F,28.0,23.0,Gemini
1654,Yoel,Kim Yoel,2001-01-25,AIMERS,2022-11-17,Hyper Rhythm,South Korea,,,Seoul,,,M,23.0,21.0,Aquarius
1655,Yohan,Kim Yohan,1999-09-22,WEi,2020-10-05,OUI,South Korea,181.0,66.0,,,X1,M,24.0,21.0,Virgo
1656,Yonggeun,Jo Yonggeun,1995-01-23,D1CE,2019-08-01,Happyface,South Korea,174.0,54.0,,,,M,29.0,24.0,Aquarius
1657,Yongguk,Bang Yongguk,1990-03-31,B.A.P,2012-01-27,TS,South Korea,182.0,60.0,Incheon,,,M,33.0,21.0,Aries
1658,Yongha,Yoo Yongha,1999-01-11,WEi,2020-10-05,OUI,South Korea,177.0,64.0,,,1the9,M,25.0,21.0,Capricorn
1659,Yonghee,Kim Yonghee,2000-02-17,CIX,2019-07-23,C9,South Korea,177.0,59.0,,,,M,24.0,19.0,Aquarius
1660,Yonghoon,Jin Yonghoon,1994-08-17,Onewe,2019-01-09,RBW,South Korea,,,,,MAS,M,29.0,24.0,Leo
1661,Yonghwa,Jung Yonghwa,1989-06-22,CNBLUE,2010-01-14,FNC,South Korea,,,Seoul,,,M,34.0,20.0,Cancer
1662,Yongseok,Choi Yongseok,1996-05-23,CHECKMATE,2012-06-19,Yedang,South Korea,,,,,,M,27.0,16.0,Gemini
1663,Yongseok,Kim Yongseok,1993-01-08,CROSS GENE,2012-07-08,Amuse,South Korea,176.0,64.0,Seoul,,,M,31.0,19.0,Capricorn
1664,Yongseung,Kim Yongseung,2000-06-17,Verivery,2019-09-01,Jellyfish,South Korea,,,,,,M,23.0,19.0,Gemini
1665,Yooa,Yoo Siah,1995-09-17,Oh My Girl,2015-04-21,WM,South Korea,160.0,50.0,Seoul,,,F,28.0,19.0,Virgo
1666,Yoochun,Park Yoochun,1986-07-04,JYJ,2010-09-08,C-JeS,South Korea,,,Seoul,,TVXQ,M,37.0,24.0,Cancer
1667,Yoohyeon,Kim Yoohyeon,1997-01-07,Dreamcatcher,2017-01-13,Happy Face,South Korea,171.0,,Incheon,,Minx,F,27.0,20.0,Capricorn
1668,Yoojin,Jang Yoojin,1992-09-14,,,,South Korea,,,,,Brave Girls,F,31.0,,Virgo
1669,Yoojin,Ahn Yoojin,2000-02-29,ARTBEAT,2022-11-16,AB Creative,South Korea,,,,,,F,24.0,22.0,Pisces
1670,Yoojun,Jung Gun,2000-12-27,BAE173,2020-11-19,PocketDol,South Korea,,,,,,M,23.0,19.0,Capricorn
1671,Yoojun,Jun Yoojun,1995-07-26,D1CE,2019-08-01,Happyface,South Korea,,,,,,M,28.0,24.0,Leo
1672,Yoojung,Lee Taeyeop,1997-05-19,OnlyOneOf,2019-05-28,RSVP,South Korea,,,,,,M,26.0,22.0,Taurus
1673,Yoojung,Choi Yoojung,1999-11-12,Weki Meki,2017-08-08,Fantagio,South Korea,,,Guri,I.O.I| WJMK,,F,24.0,17.0,Scorpio
1674,Yookyung,Seo Yookyung,1993-03-15,,,,South Korea,167.0,48.0,,,AOA BLACK,F,31.0,,Pisces
1675,Yoomin,Na Yoomin,1993-08-29,MELODYDAY,2019-09-25,KD,South Korea,165.0,,,,,F,30.0,26.0,Virgo
1676,Yoon,Heo Yoon,1994-09-23,4TEN,2014-08-26,Jungle,South Korea,,,,,,F,29.0,19.0,Libra
1677,Yoon,Ji Hayoon,1997-07-08,Gate9,1999-01-26,JYP| SidusHQ,South Korea,162.0,,Busan,,,F,26.0,1.0,Cancer
1678,Yoon,Shim Jayoon,2004-04-14,STAYC,2020-11-12,Hi-Up,South Korea,171.0,49.0,Gwangju,,,F,19.0,16.0,Aries
1679,Yoon,Kang Seungyoon,1994-01-21,WINNER,2014-08-12,YG,South Korea,,,Busan,,,M,30.0,20.0,Aquarius
1680,Yoona,Ogura Yuuna,2000-10-13,bugAboo,2021-10-25,A team,Japan,,,Sapporo,,,F,23.0,21.0,Libra
1681,Yoona,Im Yoona,1990-05-30,SNSD,2021-08-04,Good Luck,South Korea,166.0,47.0,Seoul,,,F,33.0,31.0,Gemini
1682,Yoonbin,Ha Yoonbin,2000-12-11,,,,South Korea,,,,,,M,23.0,,Sagittarius
1683,Yoonhye,Jung Yoonhye,2001-10-04,FANATICS,2019-08-06,FENT,South Korea,173.0,,,FANATICS FLAVOR,,F,22.0,17.0,Libra
1684,Yoonhye,Jung Yoonhye,1990-04-14,Rainbow,2009-11-12,DSP,South Korea,166.0,47.0,Daejeon,,,F,33.0,19.0,Aries
1685,Yoonji,,1998-07-21,Lusty,2019-06-26,babaplay,South Korea,163.0,45.0,,,,F,25.0,20.0,Cancer
1686,Yoonjo,Shin Yoonjo,1992-12-14,UNI.T,2018-05-18,Unit Culture,South Korea,,,Seoul,,Hello Venus,F,31.0,25.0,Sagittarius
1687,Yoonsan,Yoon Sanghyuk,1994-08-22,HOTSHOT,2014-10-29,Star Crew,South Korea,,,,,,M,29.0,20.0,Leo
1688,Yoonsung,Cho Yoonsung,2003-11-13,8TURN,2023-01-30,MNH,South Korea,177.0,62.0,Seoul,,,M,20.0,19.0,Scorpio
1689,Yoonwoo,Lee Choonghyun,2000-08-28,TRENDZ,2022-01-05,Interpark,South Korea,,,,,,M,23.0,21.0,Virgo
1690,Yoosung,Jeong Yoosung,1992-10-08,,,,South Korea,175.0,52.0,,,Bigflo,M,31.0,,Libra
1691,Yooyeon,Kim Yooyeon,2001-02-09,tripleS,2023-02-13,MODHAUS,South Korea,164.0,46.0,Seoul,,,F,23.0,22.0,Aquarius
1692,Yooyoung,Lee Yooyoung,1995-01-23,Hello Venus,2012-05-09,Fantagio,South Korea,170.0,49.0,Suwon,,,F,29.0,17.0,Aquarius
1693,Yoseob,Yang Yoseob,1990-01-05,Highlight,2009-10-14,Around Us,South Korea,171.0,56.0,Seoul,,Beast,M,34.0,19.0,Capricorn
1694,Yoshi,Kanemoto Yoshinori,2000-05-15,Treasure,2020-08-07,YG,Japan,179.0,59.0,Kobe,,,M,23.0,20.0,Taurus
1695,You,Kim Taeyou,1999-11-17,ABLUE,2022-10-23,J-Star,South Korea,178.0,70.0,,,BECZ,M,24.0,22.0,Scorpio
1696,Youi,Kim Jihyeo,2000-04-24,Dreamnote,2018-11-07,iME,South Korea,163.0,45.0,,,,F,23.0,18.0,Taurus
1697,Young K,Kang Young-hyun,1993-12-19,DAY6,2015-09-07,JYP,South Korea,,,,,,M,30.0,21.0,Sagittarius
1698,Youngbin,Lee Youngbin,2001-11-23,BLANK2Y,2022-05-24,Keystone,South Korea,,,,,,M,22.0,20.0,Sagittarius
1699,Youngbin,Jeong Youngbin,1998-10-05,Luminous,2021-09-09,Barunson,South Korea,172.0,55.0,Seongju,,,M,25.0,22.0,Libra
1700,Youngbin,Kim Youngbin,1993-11-23,SF9,2016-10-05,FNC,South Korea,,,,,,M,30.0,22.0,Sagittarius
1701,Youngeun,Seo Youngeun,2004-12-27,Kep1er,2022-03-01,WakeOne,South Korea,159.0,,,,,F,19.0,17.0,Capricorn
1702,Youngheun,Go Youngheun,1994-11-20,Blackswan,2020-10-16,DR,South Korea,,,,,,F,29.0,25.0,Scorpio
1703,Youngho,Noh Youngho,1993-03-24,SIGNAL,2019-08-28,J-Star,South Korea,,,,,,M,30.0,26.0,Aries
1704,Younghoon,Kim Younghoon,1997-08-08,The Boyz,2017-12-31,Cre.Ker,South Korea,182.0,63.0,,,,M,26.0,20.0,Leo
1705,Youngjae,Yoo Youngjae,1994-01-24,B.A.P,2012-01-27,TS,South Korea,178.0,65.0,Seoul,,,M,30.0,18.0,Aquarius
1706,Youngjae,Choi Youngjae,1996-09-17,GOT7,2014-01-16,JYP,South Korea,175.0,59.0,Mokpo,,,M,27.0,17.0,Virgo
1707,Youngji,Hur Youngji,1994-08-30,KARA,2007-03-29,DSP,South Korea,,,Goyang,,,F,29.0,12.0,Virgo
1708,Youngmin,Lim Youngmin,1995-12-25,,,,South Korea,,,Busan,MXM,AB6IX,M,28.0,,Capricorn
1709,Youngmin,Jo Youngmin,1995-04-24,Boyfriend,2011-05-26,Starship,South Korea,180.0,,Anyang,,,M,28.0,16.0,Taurus
1710,Youngseo,Ryu Youngseo,2002-06-13,BAE173,2020-11-19,PocketDol,South Korea,,,,,,M,21.0,18.0,Gemini
1711,Youngwoong,Cho Youngwoon,1999-05-01,14U,2017-04-17,BG,South Korea,,,,,,M,24.0,17.0,Taurus
1712,Yua,Mikami Yua,1993-08-16,Honey Popcorn,2018-03-21,Kyun Create,Japan,,,,,,F,30.0,24.0,Leo
1713,Yubeen,Jin Yubeen,2006-09-05,TRACER,2022-04-03,Gleamedia,South Korea,,,,,,F,17.0,15.0,Virgo
1714,Yubin,Cho Yubin,1999-10-09,,,,South Korea,156.0,40.0,,,Pink Fantasy,F,24.0,,Libra
1715,Yubin,Oh Yubin,1998-11-26,ARTBEAT,2022-11-16,AB Creative,South Korea,162.0,47.0,,,,F,25.0,23.0,Sagittarius
1716,Yubin,Kim Yubin,2002-02-27,Bling Bling,2020-11-17,Major9,South Korea,166.0,47.0,,,,F,22.0,18.0,Pisces
1717,Yubin,Jang Yubin,2004-06-10,Mirae,2021-03-17,DSP,South Korea,,,,,,M,19.0,16.0,Gemini
1718,Yubin,Bae Yubin,1997-09-09,Oh My Girl,2015-04-21,WM,South Korea,161.0,49.0,Chuncheon,,,F,26.0,17.0,Virgo
1719,Yubin,Gong Yubin,2005-02-03,tripleS,2023-02-13,MODHAUS,South Korea,163.0,,Yongin,,,F,19.0,18.0,Aquarius
1720,Yubin,Kim Yubin,1988-10-04,Wonder Girls,2007-02-13,JYP,South Korea,163.0,,Gwangju,,,F,35.0,18.0,Libra
1721,Yue,Nancy Yang,2004-07-03,Lapillus,2022-06-22,MLD,USA,163.0,48.0,,,,F,19.0,17.0,Cancer
1722,Yuem,Park Subin,1996-12-25,H.U.B,2017-02-09,New Planet,South Korea,,,,,,F,27.0,20.0,Capricorn
1723,Yugyeom,Kim Yugyeom,1997-11-17,GOT7,2014-01-16,JYP,South Korea,180.0,64.0,Namyangju,,,M,26.0,16.0,Scorpio
1724,Yuha,Kang Kyungwon,1997-11-05,Hinapia,2019-11-03,Alseulbit,South Korea,170.0,50.0,,,Pristin,F,26.0,21.0,Scorpio
1725,Yujeong,Kim Yujeong,1992-02-14,,,,South Korea,161.0,42.0,Seoul,,LABOUM,F,32.0,,Aquarius
1726,Yujeong,Nam Yujeong,1991-05-02,Brave Girls,2011-04-08,Brave,South Korea,,,Seoul,,,F,32.0,19.0,Taurus
